date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:18:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:26%20GMT	http://vedix.com/cdn/shop/files/lp-testimonial-user-3.jpg?v=1706011788')	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/lp-testimonial-user-37238.jpg	(from https://vedix.com/pages/landing-74)
21:18:28	47270/47270	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202024%2008:42:38%20GMT	https://vedix.com/cdn/shop/files/lp-testimonial-user-1.jpg?v=1706011789')	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/lp-testimonial-user-16a51.jpg	(from https://vedix.com/pages/landing-74)
21:18:30	50375/50375	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202024%2008:42:39%20GMT	https://vedix.com/cdn/shop/files/lp-testimonial-user-3.jpg?v=1706011788')	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/lp-testimonial-user-37238.jpg	(from https://vedix.com/pages/landing-74)
21:18:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:28%20GMT	http://vedix.com/cdn/shop/files/lp-testimonial-user-2.jpg?v=1706011788')	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/lp-testimonial-user-27238.jpg	(from https://vedix.com/pages/landing-74)
21:18:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:30%20GMT	http://vedix.com/cdn/shop/files/Awards_Grazia.jpg?v=1706011788	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Awards_Grazia9103.jpg	(from https://vedix.com/pages/landing-74)
21:18:30	47445/47445	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202024%2008:42:39%20GMT	https://vedix.com/cdn/shop/files/lp-testimonial-user-2.jpg?v=1706011788')	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/lp-testimonial-user-27238.jpg	(from https://vedix.com/pages/landing-74)
21:18:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:31%20GMT	http://vedix.com/cdn/shop/files/Awards_Economic_Times.jpg?v=1706011790	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Awards_Economic_Times01b9.jpg	(from https://vedix.com/pages/landing-74)
21:18:32	37509/37509	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2009:22:48%20GMT	https://vedix.com/cdn/shop/files/Awards_Grazia.jpg?v=1706011788	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Awards_Grazia9103.jpg	(from https://vedix.com/pages/landing-74)
21:18:32	33645/33645	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2009:22:48%20GMT	https://vedix.com/cdn/shop/files/Awards_Economic_Times.jpg?v=1706011790	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Awards_Economic_Times01b9.jpg	(from https://vedix.com/pages/landing-74)
21:18:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:32%20GMT	http://vedix.com/cdn/shop/files/Awards_Femina.jpg?v=1706011785	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Awards_Femina0fb8.jpg	(from https://vedix.com/pages/landing-74)
21:18:34	28891/28891	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Feb%202024%2011:41:35%20GMT	https://vedix.com/cdn/shop/files/Awards_Femina.jpg?v=1706011785	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Awards_Femina0fb8.jpg	(from https://vedix.com/pages/landing-74)
21:18:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:34%20GMT	http://vedix.com/cdn/shop/files/Awards_Cosmopolitan.jpg?v=1706011788	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Awards_Cosmopolitan9103.jpg	(from https://vedix.com/pages/landing-74)
21:18:35	39279/39279	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2009:18:32%20GMT	https://vedix.com/cdn/shop/files/Awards_Cosmopolitan.jpg?v=1706011788	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Awards_Cosmopolitan9103.jpg	(from https://vedix.com/pages/landing-74)
21:18:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2015:48:35%20GMT	http://vedix.com/cdn/shop/files/Awards_Enterpreneur.jpg?v=1706011788	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Awards_Enterpreneur9103.jpg	(from https://vedix.com/pages/landing-74)
21:18:37	30496/30496	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2009:22:48%20GMT	https://vedix.com/cdn/shop/files/Awards_Enterpreneur.jpg?v=1706011788	C:/My%20Web%20Sites/new/vedix.com/cdn/shop/files/Awards_Enterpreneur9103.jpg	(from https://vedix.com/pages/landing-74)
